time,date,hour,precip [mm/day],sub11005351 [m3/s],sub11005351 (observed) [m3/s],sub11004926 [m3/s],sub11004926 (observed) [m3/s],sub11004677 [m3/s],sub11004677 (observed) [m3/s],sub11004597 [m3/s],sub11004597 (observed) [m3/s],sub11004314 [m3/s],sub11004314 (observed) [m3/s],sub11004510 [m3/s],sub11004510 (observed) [m3/s],sub11004353 [m3/s],sub11004353 (observed) [m3/s],sub11004563 [m3/s],sub11004563 (observed) [m3/s],sub11004345 [m3/s],sub11004345 (observed) [m3/s],sub11004395 [m3/s],sub11004395 (observed) [m3/s]
10683,2010-04-02,00:00:00.00,0.396448,0.171654,0.15,0.0186632,0.052,0.0681888,,0.221981,3.49,3.95376,,2.08282,,5.7969,5.39,9.00545,0.992,22.884,1.26,49.9195,18.2
10684,2010-04-03,00:00:00.00,0.253291,0.0257919,0.145,3.42174e-19,0.05,0.0129222,,0.0436644,3.38,0.359376,,0.356524,,0.818101,5.06,5.50634,1.04,18.922,1.29,30.0179,17.3
10685,2010-04-04,00:00:00.00,0.874815,0.00959375,0.14,0.139378,0.047,0.187822,,0.121392,3.3,0.430187,,0.188617,,0.428111,4.87,3.43612,0.882,15.1318,1.24,21.32,16.7
10686,2010-04-05,00:00:00.00,0.423499,0.0239779,0.137,0.193722,0.047,0.23067,,0.188856,3.1,0.637606,,0.195162,,0.740677,4.57,2.39183,0.915,12.1048,1.28,17.7868,15.8
10687,2010-04-06,00:00:00.00,0.282906,0.0143842,0.134,0.0543439,0.048,0.0428474,,0.0674647,3.15,0.268075,,0.0908312,,0.470314,4.47,1.70952,0.868,9.71477,1.27,13.8304,15.6
10688,2010-04-07,00:00:00.00,0.423605,0.123637,0.132,0.0664763,0.048,0.127064,,0.232042,3,0.355889,,0.308036,,0.433814,4.33,1.26703,0.931,7.85651,1.25,11.1092,15.2
10689,2010-04-08,00:00:00.00,0.318596,0.166113,0.133,0.0946761,0.051,0.155651,,0.278933,2.96,0.447008,,0.469192,,0.60127,4.2,1.09466,1.01,6.49098,1.26,9.4491,14.7
10690,2010-04-09,00:00:00.00,0.994248,0.344377,0.132,0.11997,0.05,0.470956,,1.20677,3.04,1.2799,,1.47612,,1.63997,4.31,2.12439,1.02,5.76091,1.24,10.0135,14.8
10691,2010-04-10,00:00:00.00,1.34778,0.327091,0.135,0.275891,0.052,0.823702,,1.77058,2.87,2.0497,,2.32722,,2.75941,4.21,2.91312,1.06,5.69905,1.24,12.4904,14.5
10692,2010-04-11,00:00:00.00,0.385096,0.0251903,0.138,0.187981,0.053,0.381333,,0.610706,2.72,1.10749,,1.1656,,1.79911,3.96,2.30892,1.11,5.61861,1.26,11.6725,13.7
10693,2010-04-12,00:00:00.00,0.127866,0,0.14,0.00386001,0.05,2.56297e-19,,0,2.74,0.221104,,0.141804,,0.461172,3.93,1.64176,1.09,5.06698,1.26,8.29878,13.7
10694,2010-04-13,00:00:00.00,0.291068,0.0113433,0.141,0.0255496,0.053,0.0712608,,0.00501889,2.74,0.10565,,0.0114838,,0.0940132,3.87,1.13581,1.07,4.34304,1.26,5.96421,13.5
10695,2010-04-14,00:00:00.00,0.304735,0.0347579,0.144,0.0901355,0.075,0.165428,,0.220356,2.91,0.374464,,0.051508,,0.413205,3.97,0.896297,1.11,3.73168,1.27,5.63064,13.9
10696,2010-04-15,00:00:00.00,1.13297,0.256675,0.156,0.489995,0.086,2.00508,,2.35333,3.17,5.23639,,2.36064,,4.5661,4.2,2.17528,1.15,3.7636,1.27,16.1727,14.7
10697,2010-04-16,00:00:00.00,0.269861,0.479317,0.194,0.719841,0.111,2.52315,,3.08785,3.77,7.85978,,3.0202,,7.19236,4.65,4.58112,1.18,4.89665,1.27,27.8943,15.8
10698,2010-04-17,00:00:00.00,0.34857,0.423809,0.275,0.898109,0.153,1.6499,,2.52925,4.88,6.4321,,2.22433,,9.16016,5.63,8.48395,1.33,7.24929,1.26,38.3788,18.9
10699,2010-04-18,00:00:00.00,0.293134,0.282759,0.392,1.17861,0.209,1.30049,,2.38754,6.99,5.37751,,3.06225,,12.2375,8.15,12.2892,1.7,11.2562,1.26,51.3192,26
10700,2010-04-19,00:00:00.00,0.455608,0.420877,1.15,1.35787,0.272,1.13737,,2.27993,9.59,5.00881,,4.752,,14.6281,12.1,15.6087,2.49,16.9423,1.28,66.4251,37.2
10701,2010-04-20,00:00:00.00,0.300005,0.385961,2.34,1.20001,0.357,1.27615,,1.95591,12.4,5.15402,,5.45103,,15.5637,16.3,18.4754,3.86,22.7294,1.3,79.6912,48.1
10702,2010-04-21,00:00:00.00,0.289484,0.285393,2.45,1.65652,0.481,1.6543,,2.04805,16.9,6.09686,,4.71802,,14.6904,22.8,19.383,5.93,26.5433,1.31,89.8012,66.2
10703,2010-04-22,00:00:00.00,0.244159,1.71867,2.2,3.26877,0.66,2.72091,,3.24577,23.5,10.584,,9.02712,,18.2922,30.9,24.9726,8.87,30.756,1.32,113.935,94.9
10704,2010-04-23,00:00:00.00,0.605064,2.65662,1.83,3.70747,0.714,2.69509,,2.67834,21.2,12.0393,,13.5596,,20.1872,31,33.8996,11.8,38.5155,1.37,134.931,101
10705,2010-04-24,00:00:00.00,0.619371,1.98674,1.75,2.54278,0.591,1.50872,,1.2294,16.8,8.29431,,12.2006,,15.0079,25.5,35.0619,13.1,45.763,1.43,131.092,88
10706,2010-04-25,00:00:00.00,0.310405,1.07049,1.34,1.35941,0.598,0.398318,,0.475442,14.8,3.84454,,7.46305,,8.87549,22,27.2648,13.7,46.6835,1.46,108.242,75.8
10707,2010-04-26,00:00:00.00,0.560372,0.374237,1.25,0.610105,0.545,0.317466,,0.709726,12.6,1.75099,,3.09223,,5.3433,18.7,17.8968,13.8,41.5269,1.53,79.8405,64.9
10708,2010-04-27,00:00:00.00,0.400761,0.286598,1.3,0.228371,0.566,0.305974,,0.618257,11.6,1.0469,,1.43609,,2.70948,17.4,11.1234,13,34.1852,1.58,56.8748,59.5
10709,2010-04-28,00:00:00.00,0.628138,0.552654,1.62,0.904351,0.716,0.924543,,1.1134,12.3,3.21955,,2.19209,,4.66834,17.4,8.12895,12.6,27.61,1.63,53.7434,64.2
10710,2010-04-29,00:00:00.00,2.91208,3.10248,1.57,2.92159,0.826,1.59802,,2.07733,13.4,7.01493,,8.6684,,10.2629,18.9,13.2412,12.3,25.1472,1.67,71.9864,72.9
10711,2010-04-30,00:00:00.00,0.499075,2.91187,1.47,2.48297,0.753,1.01534,,1.47677,12.1,5.77645,,11.4937,,9.89837,17.9,20.2724,12.7,27.3422,1.72,74.6559,67.6
10712,2010-05-01,00:00:00.00,0.877844,0.690996,1.53,1.31979,0.803,0.493604,,0.774612,11.1,3.41328,,7.583,,7.56788,16.3,19.0502,13.8,29.3207,1.75,66.2121,63
10713,2010-05-02,00:00:00.00,0.639599,1.16313,1.4,2.24206,0.82,0.578811,,1.09939,11.1,3.70776,,5.60313,,8.54889,16.2,14.9619,15.4,28.6151,1.82,68.9677,63.9
10714,2010-05-03,00:00:00.00,0.734895,1.09859,1.21,2.17119,0.626,0.506294,,1.17471,10.5,3.10958,,5.10127,,8.78261,15.6,12.4737,16.2,26.5969,2.31,66.3478,62.5
10715,2010-05-04,00:00:00.00,1.3307,0.862331,1.01,1.55592,0.61,0.924198,,1.93626,9.94,3.67764,,5.51169,,8.93106,14.8,10.622,16.3,24.3936,3.46,61.0487,58.7
10716,2010-05-05,00:00:00.00,2.50748,0.603138,1.03,1.15988,0.65,1.55924,,3.42942,8.77,5.21643,,4.69778,,8.42268,13.4,9.55902,16.2,22.5942,5.61,60.3234,54.9
10717,2010-05-06,00:00:00.00,2.43887,0.2172,0.971,0.677008,0.68,1.09867,,2.33885,8.35,4.6901,,2.72654,,6.53855,12.7,8.17412,16,20.9428,8.95,58.9551,53.7
10718,2010-05-07,00:00:00.00,4.85725,0.913045,0.949,0.833471,0.816,1.5879,,2.28351,7.71,6.86874,,5.8328,,7.89757,11.8,9.68309,15.2,20.3457,13.1,61.0601,53.1
10719,2010-05-08,00:00:00.00,0.297321,1.07062,0.899,0.785533,0.796,1.57877,,2.28148,7.35,6.76654,,7.88538,,8.41113,11,14.3199,14.5,21.9102,14.9,58.7475,54.2
10720,2010-05-09,00:00:00.00,1.05455,0.37239,0.901,0.355724,0.793,0.592608,,0.834025,7.07,3.29744,,4.19508,,5.14239,10.5,14.4468,14.4,23.2397,16.5,47.4045,54
10721,2010-05-10,00:00:00.00,0.489774,0.25307,0.89,0.226834,0.783,0.645651,,0.94664,7.03,3.11699,,2.00585,,4.95361,10.2,10.065,13.4,22.0743,16.6,41.0586,54.1
10722,2010-05-11,00:00:00.00,0.470801,0.202981,0.9,0.191823,0.75,0.639545,,0.826751,7.43,2.77813,,1.15718,,4.87502,10.3,6.57894,13.2,19.1154,16.7,36.4428,54.3
10723,2010-05-12,00:00:00.00,0.327634,0.237189,0.9,0.546003,0.773,0.530884,,0.721753,8.17,2.31534,,1.44367,,4.4531,10.7,5.39615,12.4,16.1559,17.6,33.5137,55.4
10724,2010-05-13,00:00:00.00,0.255801,0.550639,0.95,0.864172,0.807,0.414342,,0.57696,11.1,3.33814,,2.32565,,6.71058,13,5.73801,12.2,14.3009,17.9,39.8407,63.1
10725,2010-05-14,00:00:00.00,0.228295,1.24594,1.4,1.43899,0.925,0.428998,,0.563818,14.8,4.45468,,3.36709,,10.2832,17.1,6.35876,12,13.3611,18,50.6284,78.6
10726,2010-05-15,00:00:00.00,0.257676,2.40433,2.6,2.11191,1.05,0.626387,,1.43681,19.5,7.08678,,5.12205,,15.1577,21.7,7.10885,12.6,13.2083,17.9,64.1997,92.7
10727,2010-05-16,00:00:00.00,0.233418,3.18871,4,2.09024,1.26,0.654083,,1.55281,25.9,9.16495,,7.49974,,18.1738,28,8.70371,13,14.0036,17.9,74.5957,109
10728,2010-05-17,00:00:00.00,0.169106,3.29751,5,1.96132,1.46,1.1367,,1.33708,33.6,9.37703,,9.17333,,16.6112,35.9,10.5336,15.2,15.5074,17.8,78.2874,128
10729,2010-05-18,00:00:00.00,0.491508,4.15346,6.8,2.56539,1.76,4.34291,,3.31072,43.8,15.5527,,10.759,,13.0192,43.6,13.1957,16.7,17.8641,18,90.3933,153
10730,2010-05-19,00:00:00.00,2.59707,5.56559,8,3.05339,2.1,6.67427,,5.25233,44.9,23.0803,,17.1249,,14.4029,49.8,19.3525,20.9,22.897,18.5,108.808,172
10731,2010-05-20,00:00:00.00,1.23236,5.74528,7.5,2.73279,2.11,6.37989,,6.71484,36.6,23.769,,20.0699,,16.8091,41.3,25.65,26.6,30.7315,20,117.876,154
10732,2010-05-21,00:00:00.00,6.49783,6.15119,6.7,2.91585,1.96,7.83101,,12.4726,38,27.5686,,23.5286,,24.7269,43.1,31.3936,32.7,40.0664,23.3,137.348,151
10733,2010-05-22,00:00:00.00,0.612056,3.86117,5,2.1852,1.72,5.39229,,9.4504,25.4,22.5179,,21.236,,24.0933,32,32.337,35.4,48.1783,29,140.516,126
10734,2010-05-23,00:00:00.00,0.41232,0.511735,3.5,0.918285,1.5,0.938411,,1.19793,19.9,7.54946,,7.87986,,9.34238,25,22.8678,35.1,47.8757,31.8,103.592,112
10735,2010-05-24,00:00:00.00,3.50763,0.876189,2.8,1.22827,1.35,0.466756,,0.592812,16.2,2.95021,,4.5305,,5.19047,20.3,16.0139,33,41.4051,31.4,81.6224,104
10736,2010-05-25,00:00:00.00,0.925139,1.28156,2.55,1.28765,1.2,0.504342,,0.710534,14.9,3.26088,,7.20621,,5.84439,18.3,15.3719,29.2,36.8171,30.5,77.0923,98.3
10737,2010-05-26,00:00:00.00,0.404701,0.736227,2.8,0.758086,1.09,0.851655,,0.745267,13.9,2.90236,,5.72527,,4.0402,16.9,13.5715,25,33.0566,28.5,65.114,92.6
10738,2010-05-27,00:00:00.00,0.293897,0.646817,3.6,0.702212,1.03,0.971136,,0.719793,15,2.78274,,3.32349,,3.12744,17.1,10.7406,22.3,28.3227,25.7,54.0198,89.5
10739,2010-05-28,00:00:00.00,2.75411,3.07385,4.6,2.13086,1.26,4.32578,,4.69952,22.4,13.1802,,7.72795,,8.76427,22,12.145,21,25.3175,23.6,71.5123,101
10740,2010-05-29,00:00:00.00,7.67825,7.00917,7.4,4.93602,2.02,12.3876,,15.6134,47.6,39.7467,,21.0406,,26.18,43.4,22.6826,22.1,29.1079,23.9,133.008,172
10741,2010-05-30,00:00:00.00,3.98968,7.54755,6.5,6.09749,2.68,15.0977,,16.8686,38.4,52.9729,,29.1103,,33.0347,42.7,34.0023,26.8,40.4976,26.4,183.634,177
10742,2010-05-31,00:00:00.00,3.56358,4.69686,5.4,6.40283,2.54,10.7805,,10.652,32.5,41.9526,,22.899,,23.7109,37.5,37.548,30.7,52.0863,30.1,186.651,156
10743,2010-06-01,00:00:00.00,0.559811,2.97446,4.5,4.89056,2.16,6.74606,,7.77704,28.9,27.4746,,13.6588,,15.7207,32.3,32.8567,33.1,56.3354,32,161.124,147
10744,2010-06-02,00:00:00.00,1.79567,4.56191,4.9,2.57107,1.93,6.82246,,7.51927,31.5,23.6148,,12.8815,,13.3087,33.8,26.9553,33.9,53.8858,32.9,133.378,153
10745,2010-06-03,00:00:00.00,0.754179,5.31711,5.5,2.30921,1.64,8.82401,,9.79169,32,28.6135,,15.3455,,15.1498,33.6,24.9998,35.5,50.2608,33.7,120.923,155
10746,2010-06-04,00:00:00.00,2.26168,4.93609,6.81,2.50893,1.42,11.3798,,13.9013,39.7,36.2871,,15.7838,,19.3395,40.6,24.4544,37.5,47.8327,33.8,123.426,181
10747,2010-06-05,00:00:00.00,0.561785,3.58585,5.13,2.5955,1.31,8.16554,,11.008,26.6,30.343,,13.8259,,19.1385,30.8,22.5858,38.6,45.5908,33.8,119.023,144
10748,2010-06-06,00:00:00.00,2.12855,3.323,4.43,2.48149,1.22,3.92582,,7.10634,22.3,19.2007,,11.9081,,14.1902,24.8,19.7865,39.1,42.7862,33.1,104.267,123
10749,2010-06-07,00:00:00.00,0.633138,4.25031,3.87,2.62169,1.1,5.83764,,8.74295,22.6,20.1091,,12.1587,,12.5558,24.5,18.0796,35.4,39.9979,33.3,97.508,119
10750,2010-06-08,00:00:00.00,0.590571,3.86259,3.76,2.23097,1.01,5.47267,,7.49728,25.5,19.4257,,11.4938,,11.4788,25.8,14.5697,32,36.8691,33.6,89.7977,118
10751,2010-06-09,00:00:00.00,0.682608,4.1637,3.73,2.05463,0.954,5.50455,,8.55864,26.5,20.2592,,9.5172,,11.6234,27.8,10.1462,28.6,32.7411,34.3,85.3907,125
10752,2010-06-10,00:00:00.00,0.892361,4.16773,3.89,1.53644,0.99,7.46733,,9.80839,29.7,24.7929,,6.697,,13.3088,29.9,7.1052,28,28.1411,34.3,88.5779,129
10753,2010-06-11,00:00:00.00,2.47672,5.44466,3.95,1.49464,1.13,8.49384,,12.7586,27.4,30.1886,,7.87838,,15.8544,29.7,6.31283,25.2,24.5799,33,97.9752,131
10754,2010-06-12,00:00:00.00,2.21514,5.82374,3.64,2.67094,1.1,10.0198,,15.4458,25.4,36.3149,,10.308,,18.9451,26.4,8.01207,23.8,23.2955,33.6,109.794,124
10755,2010-06-13,00:00:00.00,0.946518,4.90811,3.36,2.02658,0.937,10.2965,,14.6133,26.3,36.4816,,9.83638,,18.9675,25.8,9.91954,22.8,23.2097,33.5,109.357,123
10756,2010-06-14,00:00:00.00,0.282844,4.96044,3.2,0.648378,0.817,10.238,,15.2003,32.4,34.8771,,7.67548,,17.348,30.8,9.59997,20.9,22.4964,32.5,99.5735,132
10757,2010-06-15,00:00:00.00,0.259219,5.96326,3.07,0.45869,0.755,10.5955,,16.4784,29.3,35.3372,,6.23876,,17.7401,31.7,7.118,18.7,20.5831,30.3,90.683,132
10758,2010-06-16,00:00:00.00,0.320152,5.45099,2.71,0.607232,0.777,8.65437,,12.9791,22.8,28.955,,6.05642,,16.1438,24.6,4.78461,16.4,18.1735,26.1,79.4989,113
10759,2010-06-17,00:00:00.00,2.63694,3.91497,2.47,1.08233,0.842,7.88551,,11.0227,20.1,24.3552,,6.59144,,14.8069,20.5,4.52121,15.1,16.5306,24.2,76.3305,98.4
10760,2010-06-18,00:00:00.00,1.64194,4.35775,2.55,1.073,0.715,9.58195,,16.9016,21.8,27.4955,,7.84072,,18.2879,21.1,6.86693,14.1,16.2557,23.4,81.5068,93.8
10761,2010-06-19,00:00:00.00,0.658357,5.73894,2.86,0.588204,0.663,10.172,,18.2822,21.1,28.2709,,8.57795,,20.5822,20.2,9.38183,13.6,16.7615,19,81.8107,93.3
10762,2010-06-20,00:00:00.00,0.664285,4.81691,2.42,0.422665,0.628,10.0422,,17.4709,24.9,26.8461,,7.90481,,19.9889,23.7,9.09309,13.2,17.1979,15.8,78.7431,91.8
10763,2010-06-21,00:00:00.00,1.19408,3.73677,2.22,0.401526,0.605,10.1838,,20.9294,26.6,29.5366,,7.5728,,22.066,25.8,7.63691,12.8,17.0761,16.7,79.8982,93.7
10764,2010-06-22,00:00:00.00,0.869148,3.15631,2.06,0.458266,0.574,8.99331,,23.1504,29.7,32.1671,,7.25002,,25.5822,29.1,7.18027,12.5,16.544,16.8,86.5357,107
10765,2010-06-23,00:00:00.00,1.4718,2.20163,1.95,0.461096,0.529,8.45475,,23.7954,26.9,32.8258,,5.9775,,27.7521,27.8,6.68944,12,15.8808,14.5,91.768,105
10766,2010-06-24,00:00:00.00,0.395751,2.06035,1.87,0.396412,0.499,7.38248,,18.3732,25.1,29.8142,,4.74828,,24.299,25.2,5.62872,11.8,14.8844,12.1,84.2917,95.8
10767,2010-06-25,00:00:00.00,0.595971,1.93951,1.74,0.372613,0.47,6.06391,,13.382,24.5,25.2364,,3.61708,,17.9385,25,4.90218,11.3,13.437,11.2,69.274,91.7
10768,2010-06-26,00:00:00.00,0.316429,1.75883,1.52,0.179338,0.446,6.45391,,12.9925,22.7,24.4467,,2.88304,,15.3952,22,4.66955,10.9,11.9348,11.1,60.3479,83.1
10769,2010-06-27,00:00:00.00,0.277272,1.26423,1.32,0,0.418,6.23367,,12.3061,21.7,23.9594,,2.09858,,14.5386,22,3.84178,10.2,10.5557,11.1,55.5618,79.3
10770,2010-06-28,00:00:00.00,0.279425,1.18064,1.16,0.167477,0.393,5.22713,,10.5034,19.6,21.439,,1.65236,,12.9785,19.6,2.73251,9.39,9.15006,11.1,50.5776,72.8
10771,2010-06-29,00:00:00.00,0.563868,1.46212,1.12,0.33057,0.377,5.28245,,10.8685,22.2,20.9429,,1.88435,,12.4999,21,2.27515,9.08,7.86696,11.2,47.0864,71
10772,2010-06-30,00:00:00.00,0.479364,1.58931,1.02,0.333421,0.359,6.27531,,12.3768,18.6,23.1493,,2.18613,,13.3973,20,2.25899,8.58,6.96765,11.1,47.6513,70.1
10773,2010-07-01,00:00:00.00,0.212413,1.31176,0.864,0.170329,0.332,5.20729,,10.7846,13.8,20.6486,,1.96623,,12.6459,15.2,2.08215,7.97,6.31631,10.6,44.9723,56.8
10774,2010-07-02,00:00:00.00,0.309188,1.00514,0.784,0,0.323,3.42401,,8.14349,11.1,14.4925,,1.58816,,10.2877,12,1.73067,7.42,5.67668,10.1,37.4874,48
10775,2010-07-03,00:00:00.00,0.616949,1.10255,0.841,0.143411,0.318,3.02414,,7.35069,10,11.902,,1.73477,,8.80484,10.3,1.65678,6.91,5.1013,10.1,31.9921,43.6
10776,2010-07-04,00:00:00.00,0.96119,1.77084,0.828,0.286101,0.304,3.90963,,9.77037,9.55,14.4764,,2.94737,,9.92917,9.61,2.14164,6.63,4.82791,10.2,32.0229,42.3
10777,2010-07-05,00:00:00.00,0.319615,1.56503,0.738,0.287842,0.313,4.54716,,9.85189,9.49,16.873,,3.18526,,10.7359,9.45,2.62161,6.13,4.84598,10.2,34.7092,41.8
10778,2010-07-06,00:00:00.00,2.12006,0.862248,0.68,0.545462,0.38,4.18486,,8.01293,9.3,16.9838,,2.2351,,9.66299,9.25,2.95631,6.06,4.96323,10.2,37.7497,41.2
10779,2010-07-07,00:00:00.00,0.407911,0.621059,0.625,0.535658,0.311,4.98612,,9.2765,9.7,19.0141,,1.65126,,9.73498,9.39,3.2428,5.83,5.08403,10.3,40.5704,40.8
10780,2010-07-08,00:00:00.00,0.264226,0.448261,0.562,0.270727,0.286,5.90913,,11.3525,10.7,21.8985,,1.10353,,11.2354,9.73,2.9498,5.62,4.93602,10.1,42.0299,41.3
10781,2010-07-09,00:00:00.00,0.21667,0.179019,0.506,0.267519,0.269,6.93151,,13.9841,12,25.8184,,0.5689,,13.4618,11.4,2.22717,5.34,4.41941,9.99,45.3373,44.4
10782,2010-07-10,00:00:00.00,0.259868,0,0.459,0.272898,0.254,7.4849,,17.1473,12.3,27.8282,,0.275573,,16.3308,12,1.50626,4.97,3.79948,9.91,48.9213,45.2
10783,2010-07-11,00:00:00.00,0.304067,0.172618,0.42,0.267756,0.24,4.29662,,19.312,11.9,24.9146,,0.328498,,18.8729,11.9,1.07108,4.68,3.22863,9.37,49.4831,45.6
10784,2010-07-12,00:00:00.00,0.315527,0.349805,0.388,0.243093,0.232,1.61886,,21.3051,10.5,19.2491,,0.489363,,20.9533,10.6,0.926772,4.29,2.73161,8.86,46.7619,42.7
10785,2010-07-13,00:00:00.00,0.314253,0.378037,0.371,0.22852,0.258,1.56764,,18.7671,9.75,11.6916,,0.615889,,20.3675,10.2,0.860056,3.97,2.32837,8.81,40.2839,42.9
10786,2010-07-14,00:00:00.00,6.07201,1.14166,0.447,0.645201,0.28,4.07671,,9.61731,9.06,15.9883,,2.24321,,15.0554,9.57,1.05195,3.98,2.25645,8.13,46.1662,42.8
10787,2010-07-15,00:00:00.00,0.999112,1.47858,0.452,0.852253,0.263,4.44413,,3.74725,7.12,17.7582,,3.53349,,8.31154,8.04,1.67697,3.94,2.63061,6.9,46.5014,36.6
10788,2010-07-16,00:00:00.00,0.289907,0.687103,0.392,0.434972,0.233,1.61308,,2.42594,6.57,8.49329,,2.24779,,4.13264,6.8,2.06293,3.74,2.94914,5.06,28.9424,31.6
10789,2010-07-17,00:00:00.00,0.272963,0.294027,0.347,0.226338,0.211,1.06538,,1.43425,6.08,5.17278,,0.915818,,2.54443,6.25,1.78767,3.54,2.90614,3.82,17.8294,28.8
10790,2010-07-18,00:00:00.00,0.30192,0.237602,0.318,0.218176,0.207,1.05821,,1.3973,5.43,4.59321,,0.447785,,1.95161,5.55,1.35094,3.38,2.65976,3.54,13.3376,25.8
10791,2010-07-19,00:00:00.00,0.243614,0.230554,0.293,0.209622,0.202,1.08976,,1.44311,5.13,4.65792,,0.339615,,1.8594,5.08,1.06956,3.08,2.33405,3.53,11.8529,23.5
10792,2010-07-20,00:00:00.00,0.412496,0.270823,0.271,0.203191,0.19,1.16427,,1.4754,4.78,5.08232,,0.416654,,1.96064,4.75,0.919896,2.91,2.00207,3.53,11.5609,22.2
10793,2010-07-21,00:00:00.00,0.305222,0.281353,0.266,0.196007,0.179,1.16114,,1.45346,4.39,5.16476,,0.470073,,1.98332,4.35,0.818052,2.7,1.71803,3.53,11.3864,20.7
10794,2010-07-22,00:00:00.00,0.307924,0.274115,0.282,0.195124,0.172,1.16332,,1.5144,4.13,5.15977,,0.454442,,1.97508,3.94,0.718348,2.49,1.4965,3.51,11.0251,19.1
10795,2010-07-23,00:00:00.00,0.321361,0.256938,0.29,0.194067,0.19,1.19983,,1.54327,4.1,5.30607,,0.421475,,1.99602,3.66,0.628825,2.19,1.33198,3.5,10.8109,18.1
10796,2010-07-24,00:00:00.00,2.62132,0.627959,0.301,0.223667,0.199,1.5064,,1.59225,4.08,6.71971,,1.04999,,2.36584,3.57,0.764457,2.29,1.26824,3.46,13.1623,18.9
10797,2010-07-25,00:00:00.00,0.290679,0.619392,0.286,0.214881,0.161,1.48764,,1.53239,4.04,6.97085,,1.37082,,2.41031,3.25,0.957282,2.16,1.29653,3.44,14.4355,17.1
10798,2010-07-26,00:00:00.00,0.259655,0.122429,0.248,0.17254,0.146,1.20452,,1.43898,3.98,5.64903,,0.646705,,2.00203,2.97,0.871586,2.04,1.27344,3.39,12.2684,16
10799,2010-07-27,00:00:00.00,0.227016,0,0.224,0.165189,0.133,1.29402,,1.4824,3.84,5.69508,,0.138423,,1.91892,2.75,0.668415,1.94,1.15612,3.37,11.0373,15.2
10800,2010-07-28,00:00:00.00,0.331754,0.0997424,0.203,0.161425,0.12,1.24066,,1.62037,3.62,6.04978,,0.0904447,,2.00949,2.55,0.487508,1.8,1.00052,3.36,10.8391,14
10801,2010-07-29,00:00:00.00,0.388108,0.243697,0.186,0.173198,0.114,0.82037,,1.72541,3.46,4.9419,,0.246923,,2.13801,2.35,0.359326,1.66,0.840169,3.33,10.0694,13.3
10802,2010-07-30,00:00:00.00,0.36005,0.241728,0.17,0.16092,0.101,0.579637,,1.83867,3.24,3.18338,,0.32809,,2.24531,2.2,0.257048,1.57,0.693254,3.32,8.47333,12.5
10803,2010-07-31,00:00:00.00,0.306204,0.180541,0.152,0.0712365,0.097,0.588446,,1.60134,3.01,2.42312,,0.278644,,2.13038,2.03,0.175039,1.52,0.553758,3.31,7.08128,11.7
10804,2010-08-01,00:00:00.00,0.353419,0.160292,0.141,0.0541212,0.094,0.508212,,1.16579,2.81,2.11083,,0.228394,,1.76734,1.9,0.100967,1.4,0.414993,3.34,6.0808,11
10805,2010-08-02,00:00:00.00,0.415935,0.149962,0.137,0.106392,0.089,0.590427,,1.35062,2.66,2.2667,,0.205346,,1.70788,1.82,0.0397123,1.35,0.285227,3.35,5.66426,11.1
10806,2010-08-03,00:00:00.00,0.901105,0.195356,0.137,0.163797,0.088,0.560999,,1.44785,2.58,2.08383,,0.238999,,1.81478,1.73,0.0234722,1.3,0.172898,3.38,5.64933,10.8
10807,2010-08-04,00:00:00.00,0.433323,0.196849,0.135,0.181375,0.087,0.457931,,1.06813,2.76,1.754,,0.265701,,1.61697,1.72,0.0245807,1.22,0.0853165,3.38,5.41032,10.8
10808,2010-08-05,00:00:00.00,2.04387,0.370433,0.133,0.121822,0.086,1.06814,,1.88636,2.79,4.22803,,0.547046,,2.09863,1.91,0.0656087,1.15,0.0301552,3.34,7.68523,11
10809,2010-08-06,00:00:00.00,0.325846,0.361509,0.131,0.0954544,0.087,1.07577,,1.90948,2.54,4.9904,,0.718225,,2.42795,1.77,0.130637,1.13,0.00593248,3.31,9.24084,10.7
10810,2010-08-07,00:00:00.00,0.698555,0.222736,0.127,0.0894733,0.112,0.626985,,1.06907,2.3,3.15297,,0.598914,,1.91162,1.66,0.14809,1.09,5.4941e-06,3.31,7.43931,10.5
10811,2010-08-08,00:00:00.00,0.5601,0.22712,0.124,0.0970168,0.101,0.615395,,1.07323,2.15,2.52615,,0.511802,,1.59355,1.52,0.156464,1.03,0,3.3,6.05846,10.1
10812,2010-08-09,00:00:00.00,0.574903,0.161435,0.125,0.10961,0.1,0.573042,,1.26333,2.1,2.30609,,0.399056,,1.60804,1.5,0.176844,0.97,0,3.29,5.41726,10
10813,2010-08-10,00:00:00.00,2.50193,0.211004,0.126,0.295051,0.107,0.541785,,1.17293,2.02,2.21264,,0.567434,,1.60382,1.56,0.339434,1.01,2.46411e-08,3.29,5.94278,10.1
10814,2010-08-11,00:00:00.00,5.04622,0.247402,0.127,0.744164,0.124,1.23657,,1.85636,2.1,5.39453,,1.24858,,2.35998,1.7,0.833728,1.05,0.128614,3.3,13.7211,11.4
10815,2010-08-12,00:00:00.00,0.891681,0.310562,0.131,0.613681,0.111,1.51639,,2.26687,1.96,6.52054,,1.61883,,3.01757,1.7,1.16496,1.04,0.419682,3.27,18.69,11.1
